1.000000000000000000e+02,1.000000000000000000e+02,3.000000000000000000e+03
9.950000000000000000e+01,9.950000000000000000e+01,2.992902246323347299e+03
9.899999991377065101e+01,9.900000021722743782e+01,2.985706745287985086e+03
9.849999974014741611e+01,9.850000064943823475e+01,2.978413503267513079e+03
9.799999947760944963e+01,9.800000129290334883e+01,2.971022526662899963e+03
9.749999912426770265e+01,9.750000214232220230e+01,2.963533821902215095e+03
9.699999867785339802e+01,9.700000319073473065e+01,2.955947395440368382e+03
9.649999813570664742e+01,9.650000442943215262e+01,2.948263253758855171e+03
9.599999749476540956e+01,9.600000584786630498e+01,2.940481403365506139e+03
9.549999675155474677e+01,9.550000743355776933e+01,2.932601850794242637e+03
9.499999590217626633e+01,9.500000917200262052e+01,2.924624602604837492e+03
9.449999494229797392e+01,9.450001104657791018e+01,2.916549665382680359e+03
9.399999386714436866e+01,9.400001303844585721e+01,2.908377045738547622e+03
9.349999267148680815e+01,9.350001512645674495e+01,2.900106750308377286e+03
9.299999134963427139e+01,9.300001728705063897e+01,2.891738785753048887e+03
9.249998989542437755e+01,9.250001949415779734e+01,2.883273158758166574e+03
9.199998830221475998e+01,9.200002171909791571e+01,2.874709876033845831e+03
9.149998656287475285e+01,9.150002393047809335e+01,2.866048944314506571e+03
9.099998466977744727e+01,9.100002609408969079e+01,2.857290370358667587e+03
9.049998261479200323e+01,9.050002817280397949e+01,2.848434160948746012e+03
8.999998038927644473e+01,9.000003012646659784e+01,2.839480322890860862e+03
8.949997798407068217e+01,8.950003191179094131e+01,2.830428863014637955e+03
8.899997538948996123e+01,8.900003348225040156e+01,2.821279788173021188e+03
8.849997259531863847e+01,8.850003478796948286e+01,2.812033105242084275e+03
8.799996959080432646e+01,8.800003577561388113e+01,2.802688821120847933e+03
8.749996636465245103e+01,8.750003638827949715e+01,2.793246942731097988e+03
8.699996290502110696e+01,8.700003656538038399e+01,2.783707477017208475e+03
8.649995919951632573e+01,8.650003624253571388e+01,2.774070430945966109e+03
8.599995523518776963e+01,8.600003535145573608e+01,2.764335811506399295e+03
8.549995099852469593e+01,8.550003381982675421e+01,2.754503625709607604e+03
8.499994647545240412e+01,8.500003157119517994e+01,2.744573880588594875e+03
8.449994165132903845e+01,8.450002852485067706e+01,2.734546583198106418e+03
8.399993651094274583e+01,8.400002459570836777e+01,2.724421740614465307e+03
8.349993103850928833e+01,8.350001969419020043e+01,2.714199359935414577e+03
8.299992521766995424e+01,8.300001372610549311e+01,2.703879448279959433e+03
8.249991903148996641e+01,8.250000659253061031e+01,2.693462012788212178e+03
8.199991246245720333e+01,8.199999818968788645e+01,2.682947060621239871e+03
8.149990549248133220e+01,8.149998840882382467e+01,2.672334598960914263e+03
8.099989810289336845e+01,8.099997713608648553e+01,2.661624635009762187e+03
