0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.425776516513291876e-06,-2.425776516513291876e-06,9.999999999941155959e-01
-5.724835246491969411e-06,-8.664580183764057411e-06,9.999999999460756905e-01
-9.883853569623712667e-06,-1.874866832055154976e-05,9.999999997753984404e-01
-1.488939054095302737e-05,-3.271008380680081072e-05,9.999999993541782706e-01
-2.072789062226615243e-05,-5.058064679940567446e-05,9.999999985059764285e-01
-2.738568738327858902e-05,-7.239194624361231997e-05,9.999999970047150910e-01
-3.484900717870702177e-05,-9.817533118271227750e-05,9.999999945735754681e-01
-4.310397280711466568e-05,-1.279619018686883219e-04,9.999999908838994589e-01
-5.213660715724193325e-05,-1.617825006763412511e-04,9.999999855540983029e-01
-6.193283684737223088e-05,-1.996677028233190992e-04,9.999999781485658934e-01
-7.247849586313465770e-05,-2.416478068983740439e-04,9.999999681766020831e-01
-8.375932919901033218e-05,-2.877528252000821542e-04,9.999999550913420965e-01
-9.576099650868691976e-05,-3.380124738881807602e-04,9.999999382886975985e-01
-1.084690757692951564e-04,-3.924561629496020111e-04,9.999999171063064241e-01
-1.218690669644622497e-04,-4.511129859812154424e-04,9.999998908224962957e-01
-1.359463957910280602e-04,-5.140117097912272944e-04,9.999998586552598656e-01
-1.506864173941924786e-04,-5.811807638211297609e-04,9.999998197612455231e-01
-1.660744201357928780e-04,-6.526482293900397625e-04,9.999997732347620794e-01
-1.820956294003533797e-04,-7.284418287632211638e-04,9.999997181068022156e-01
-1.987352114434958372e-04,-8.085889140465386035e-04,9.999996533440818069e-01
-2.159782772872640300e-04,-8.931164559085565720e-04,9.999995778481008957e-01
-2.338098866668781271e-04,-9.820510321319540596e-04,9.999994904542237606e-01
-2.522150520334148728e-04,-1.075418815995900484e-03,9.999993899307828560e-01
-2.711787426168918739e-04,-1.173245564491001746e-03,9.999992749782047330e-01
-2.906858885542284044e-04,-1.275556606368402277e-03,9.999991442281628284e-01
-3.107213850865555476e-04,-1.382376830024599880e-03,9.999989962427565660e-01
-3.312700968303570375e-04,-1.493730671223507519e-03,9.999988295137173244e-01
-3.523168621269406170e-04,-1.609642100657279274e-03,9.999986424616468250e-01
-3.738464974747621747e-04,-1.730134611347383883e-03,9.999984334352843840e-01
-3.958438020491608081e-04,-1.855231205887404719e-03,9.999982007108098037e-01
-4.182935623141018316e-04,-1.984954383529014248e-03,9.999979424911789039e-01
-4.411805567305750533e-04,-2.119326127112554792e-03,9.999976569054966902e-01
-4.644895605663539192e-04,-2.258367889843645223e-03,9.999973420084287135e-01
-4.882053508118865039e-04,-2.402100581917201820e-03,9.999969957796521758e-01
-5.123127112071646774e-04,-2.550544556990250438e-03,9.999966161233490025e-01
-5.367964373845020721e-04,-2.703719598504886103e-03,9.999962008677421021e-01
-5.616413421322447204e-04,-2.861644905862709056e-03,9.999957477646771453e-01
-5.868322607845411192e-04,-3.024339080452052592e-03,9.999952544892521944e-01
-6.123540567424106415e-04,-3.191820111529280329e-03,9.999947186394961829e-01
-6.381916271314737885e-04,-3.364105361955410569e-03,9.999941377360972439e-01
-6.643299086018407537e-04,-3.541211553789307652e-03,9.999935092221868826e-01
-6.907538832757974517e-04,-3.723154753738610375e-03,9.999928304631752196e-01
-7.174485848490919863e-04,-3.909950358469586190e-03,9.999920987466462963e-01
-7.443991048517857546e-04,-4.101613079777010999e-03,9.999913112823113348e-01
-7.715905990748185648e-04,-4.298156929615152243e-03,9.999904652020216167e-01
-7.990082941686354459e-04,-4.499595204990899586e-03,9.999895575598461983e-01
-8.266374944204289352e-04,-4.705940472719994695e-03,9.999885853322127982e-01
-8.544635887167769013e-04,-4.917204554047299031e-03,9.999875454181162970e-01
-8.824720576987007742e-04,-5.133398509131937952e-03,9.999864346393975145e-01
-9.106484811164183108e-04,-5.354532621398106103e-03,9.999852497410901542e-01
-9.389785453913534249e-04,-5.580616381752232305e-03,9.999839873918437982e-01
-9.674480513932503167e-04,-5.811658472667134527e-03,9.999826441844202884e-01
-9.960429224405596346e-04,-6.047666752133664531e-03,9.999812166362683774e-01
